Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	ROI: 1.00 px per pixel: Green: Mean	ROI: 1.00 px per pixel: Green: Std.dev.	ROI: 1.00 px per pixel: Green: Min	ROI: 1.00 px per pixel: Green: Max	ROI: 1.00 px per pixel: Green: Median	ROI: 1.00 px per pixel: Red: Mean	ROI: 1.00 px per pixel: Red: Std.dev.	ROI: 1.00 px per pixel: Red: Min	ROI: 1.00 px per pixel: Red: Max	ROI: 1.00 px per pixel: Red: Median
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	f1050415-f84c-41c8-8977-1de508c61be6	Cell			Annotation	Polygon	406.78	127.12	745	108.2719	0.7986	41.2188	23.8416	0.841	18.2021	13597	8.2135	51	3	48	2.3146	1729	2.1339	10	0	10	2.6212	1958	3.2306	25	0	25	1268	134.7249	0.8779	49.7029	32	0.7798	12.7822	9.2359	51	0	1.8927	2.0678	10	0	2.5809	3.3236	36	0	4.9962	2.844	19	0	1.2865	1.8057	10	0	2.5231	3.4551	36	0	0.594	0	0	0	2	2	0	1.9009	2.0622	0	10	3.5	2.6275	3.3479	0	36	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	70774b47-9738-44d9-83ba-1e568a331231	Cell			Annotation	Polygon	834.11	135.87	991	119.5706	0.871	39.5147	33.8446	0.4745	10.7841	10741	4.4688	25	0	25	2.2982	2289	2.0468	10	0	10	8.4076	8374	4.1809	43	0	43	1587	143.9648	0.9622	47.6203	42.895	0.4144	8.3967	5.162	25	0	2.3936	2.0937	17	0	9.1052	4.6396	43	0	4.3801	3.4878	21	0	2.5541	2.1627	17	0	10.2787	5.1161	32	0	0.6289	0	0	0	12	12	0	2.3823	2.0585	0	13	3.5	9.1347	4.6697	0	43	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	0deeefd2-7f58-407d-b751-7c8d8fc44120	Cell			Annotation	Polygon	461.02	135.56	435	93.6164	0.6237	37.7478	17.1496	0.9083	13.395	5934	5.4303	41	3	38	1.9052	844	1.8919	10	0	10	10.2302	4532	4.3554	29	0	29	895	116.9152	0.8228	46.6074	26.3297	0.8356	12.2313	5.8666	41	0	1.7017	1.7796	10	0	9.5073	4.7163	29	0	11.0907	6.0572	41	0	1.5022	1.64	7	0	8.7987	4.9482	29	0	0.4965	0	0	0	3	3	0	1.7389	1.7984	0	10	3.5	9.5804	4.6215	0	29	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	4ba99269-f461-403c-bcf9-d60c2849acff	Cell			Annotation	Polygon	180.01	132.75	639	96.4716	0.8628	32.7467	25.5365	0.5777	13.8882	8944	5.0237	31	3	28	1.3168	848	1.6821	7	0	7	8.3758	5394	4.2822	29	0	29	1030	119.8378	0.9013	41.1603	34	0.3366	11.6298	5.6035	31	0	1.4293	1.6946	7	0	9.0455	5.0839	29	0	7.8814	4.3753	22	0	1.616	1.701	7	0	10.1572	6.0334	29	0	0.6264	0	0	0	13	13	0	1.4179	1.709	0	10	0	8.7709	4.902	0	29	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	4a5334df-b34a-41cf-bcdb-449ae2a3f1be	Cell			Annotation	Polygon	357.83	133.26	366	73.1114	0.8604	25.7753	20.2186	0.5532	13.9218	5165	8.1577	50	3	47	3.2938	1222	2.634	10	0	10	6.4771	2403	5.144	32	0	32	664	96.3596	0.8986	32.3523	27.8967	0.4089	10.3453	7.6367	50	0	2.6997	2.5886	19	0	6.9775	5.6458	36	0	5.8475	3.4237	21	0	1.9525	2.328	19	0	7.6068	6.1711	36	0	0.5591	0	0	0	11	11	0	2.7277	2.5951	0	19	3.5	7.0769	5.6588	0	36	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	a184b534-5dca-4136-a6bd-bae313ea2edf	Cell			Annotation	Polygon	211.54	147.17	755	109.7277	0.788	40.4467	27.3326	0.7308	18.6851	14182	11.161	57	0	57	2.0672	1569	2.1991	13	0	13	6.1199	4645	5.1699	43	0	43	1180	131.4129	0.8586	46.8363	35.8268	0.6074	13.4721	11.4928	57	0	2.0363	2.3461	17	0	6.1816	5.9116	43	0	4.1624	3.2111	25	0	1.9812	2.5898	17	0	6.2918	7.05	40	0	0.6428	0	0	0	16	11	1	2.0492	2.3564	0	17	3.5	6.2137	5.9877	0	43	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	8560546d-18d6-450a-a1aa-669fa27fc6fb	Cell			Annotation	Polygon	108	143.24	735	99.2145	0.9383	32.6906	29.1734	0.4086	17.4574	12901	9.7345	50	0	50	1.797	1328	2.1055	11	0	11	8.1651	6034	6.2996	43	0	43	1239	127.2632	0.9613	41.9221	38	0.3765	11.8676	10.2118	50	0	1.7135	2.0584	11	0	7.5851	5.9906	43	0	3.606	1.9765	12	0	1.59	1.9824	10	0	6.728	5.3952	29	0	0.5967	0	0	0	15	15	0	1.6838	2.0478	0	11	0	7.527	5.9258	0	43	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	6a2b21ee-4024-49db-b602-2716072d90b4	Cell			Annotation	Polygon	549.5	151.57	1007	121.8645	0.8521	41.4666	32.7385	0.6075	12.1751	12309	4.7041	34	3	31	20.1761	20398	7.6951	49	0	49	9.6775	9784	4.4037	29	0	29	1623	146.4287	0.9512	50.2659	42.2455	0.5448	10.3385	4.946	34	0	17.7448	8.8803	49	0	9.6363	5.1434	39	0	7.2995	3.6781	28	0	13.7218	9.2471	39	0	9.5679	6.1793	39	0	0.6186	183	125	10	17	17	0	17.6039	9.0375	0	49	20.5	9.4005	5.026	0	29	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	c3fb9848-7810-424e-8065-14530472691c	Cell			Annotation	Polygon	737.25	158.34	791	108.552	0.8435	39.0865	27.5713	0.7068	13.3614	10649	9.5602	47	0	47	1.8055	1439	1.827	10	0	10	5.1694	4120	4.1959	25	0	25	1355	136.0099	0.9205	48.3836	36.7696	0.6586	9.0971	8.9881	47	0	1.6424	1.8119	10	0	5.5342	4.2683	29	0	3.0498	1.8455	10	0	1.411	1.7662	10	0	6.0516	4.32	29	0	0.5843	0	0	0	5	5	0	1.6711	1.8133	0	10	3.5	5.5317	4.2693	0	29	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	871e69c2-0837-4d46-917e-89a03fa89e8f	Cell			Annotation	Polygon	430.82	158.08	669	97.7402	0.88	35.2214	27.1328	0.6106	19.3783	13061	8.8521	54	3	51	2.1662	1460	2.8627	27	0	27	4.954	3339	3.3894	25	0	25	1118	121.6995	0.9486	41.1959	35.1795	0.4922	14.6189	9.4712	54	0	2.6376	3.6321	34	0	6.1532	4.5392	29	0	7.4744	4.6589	31	0	3.3452	4.46	34	0	7.9532	5.3789	29	0	0.601	2	2	0	4	4	0	2.7237	3.692	0	34	3.5	6.3252	4.6017	0	29	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	a23d3735-483f-40de-88c1-ee9c2287ecc0	Cell			Annotation	Polygon	677.66	172.33	833	109.8893	0.8669	38.2401	28.9302	0.6315	12.7738	10730	4.859	34	3	31	1.2262	1030	1.6314	10	0	10	4.3583	3661	3.1012	18	0	18	1396	136.3486	0.9436	46.884	37.9199	0.5712	10.0286	5.6041	34	0	1.1324	1.5708	10	0	4.1883	2.9817	18	0	5.8887	3.8303	21	0	0.991	1.4648	7	0	3.9318	2.775	18	0	0.6003	0	0	0	0	0	0	1.1492	1.5887	0	10	0	4.1687	2.9662	0	18	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	32816952-4378-4706-8c16-510e1d8cf1a4	Cell			Annotation	Polygon	472.78	172.45	566	91.0353	0.8582	32.8083	24.0097	0.6739	18.123	10312	9.1628	48	0	48	5.3533	3046	3.5673	21	0	21	6.7663	3850	4.3875	25	0	25	966	114.7583	0.9218	40.4052	31.263	0.6328	12.6285	9.8104	48	0	4.7719	3.7577	24	0	6.9938	4.4956	29	0	4.8125	3.1115	25	0	3.945	3.8697	24	0	7.3175	4.6314	29	0	0.5885	0	0	0	3	3	0	4.7878	3.7738	0	24	3.5	6.8458	4.4288	0	29	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	f1cf5eed-42c5-4e68-93d2-44c657492822	Cell			Annotation	Polygon	775.62	179.76	866	119.049	0.7678	44.9096	24.0536	0.8484	12.1071	10509	10.8243	53	0	53	1.5668	1360	1.8555	10	0	10	6.5127	5653	3.8902	25	0	25	1472	145.674	0.8717	53.9122	33.7759	0.7834	8.3122	9.5399	53	0	1.6469	1.9573	10	0	6.9592	4.8052	29	0	2.8405	1.6248	9	0	1.7625	2.0915	10	0	7.603	5.8227	29	0	0.59	0	0	0	6	6	0	1.6838	1.9682	0	10	0	7.0639	4.8154	0	29	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	86624010-fefe-4c69-a893-43837f6095e3	Cell			Annotation	Polygon	891.38	174.51	498	87.0681	0.8255	30.7308	23.2678	0.6177	17.0683	8500	9.9003	47	0	47	2.5622	1276	2.1421	14	0	14	5.8755	2926	4.1039	22	0	22	833	109.4064	0.8745	38.7049	29.0529	0.619	11.8937	10.2455	47	0	2.2843	2.145	14	0	6.3919	4.2592	25	0	4.292	4.2545	31	0	1.8761	2.086	10	0	7.1504	4.3743	25	0	0.596	0	0	0	2	2	0	2.2906	2.1361	0	14	3.5	6.437	4.2482	0	25	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	117bf1c1-df69-4584-a001-519a81ede729	Cell			Annotation	Polygon	917.44	183.94	846	131.9525	0.6106	50.1213	27.5461	0.8687	12.3887	10518	5.7256	44	3	41	2.1095	1791	2.0243	11	0	11	6.7409	5723	4.881	32	0	32	1337	151.7401	0.7297	59.3895	30.1737	0.8794	10.5939	5.8774	44	0	1.9274	1.9549	11	0	6.5789	4.8588	37	0	7.4713	4.7217	25	0	1.6107	1.7863	10	0	6.2971	4.8118	37	0	0.6371	0	0	0	8	8	0	1.9388	1.9676	0	11	3.5	6.5045	4.881	0	37	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	26db33e5-b992-4e68-914c-edc880ff841e	Cell			Annotation	Polygon	606.91	191.2	1276	144.1172	0.772	54.614	32.7262	0.8096	10.8324	13898	4.4346	28	0	28	1.5113	1939	1.7678	10	0	10	8.3788	10750	4.8328	36	0	36	1985	170.4098	0.859	63.2364	41.8408	0.7643	8.2586	5.1323	28	0	1.508	1.8154	11	0	8.4975	5.3288	36	0	3.5745	2.1188	15	0	1.5021	1.9003	11	0	8.7135	6.1272	32	0	0.6459	0	0	0	24	24	0	1.5133	1.8117	0	11	0	8.4684	5.259	0	36	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	22bc24a7-8e58-45cd-9589-7e898ced5ec2	Cell			Annotation	Polygon	521.77	188.88	539	88.8123	0.8587	31.9375	23.7545	0.6412	18.6691	10156	11.5655	57	0	57	2.9853	1624	2.2837	13	0	13	4.3272	2354	3.6241	21	0	21	933	112.5498	0.9256	38.6564	33.024	0.5155	12.7773	11.4412	57	0	3.8009	3.7231	24	0	5.1146	4.4436	29	0	4.559	3.3147	21	0	4.9385	4.8723	24	0	6.2128	5.1913	29	0	0.5794	0	0	0	3	3	0	3.667	3.5185	0	24	3.5	4.9345	4.2463	0	25	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	dff90fd6-7b07-4a38-bc33-4019e9afc1a8	Cell			Annotation	Polygon	710.4	194.33	642	93.8857	0.9153	30.0856	27.789	0.2862	12.6394	8203	8.251	40	0	40	2.2773	1478	1.9587	13	0	13	2.6995	1752	2.3062	14	0	14	1132	121.5122	0.9634	39.3169	37.3089	0.1929	8.7306	7.822	40	0	2.0371	1.9331	13	0	2.8322	2.4157	14	0	3.4783	1.9552	12	0	1.7143	1.8516	7	0	3.0104	2.547	14	0	0.5697	0	0	0	0	0	0	2.0619	1.946	0	13	3.5	2.8386	2.4401	0	14	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	8411a501-0695-4c7c-b0ea-79d0b7c681b8	Cell			Annotation	Polygon	423.09	195.52	665	96.9095	0.8898	33.7197	26.3271	0.6388	16.0075	10677	11.0544	54	0	54	2.3013	1535	2.1437	10	0	10	2.3343	1557	2.3024	14	0	14	1157	125.1886	0.9277	42.5766	35.1082	0.5795	10.6917	10.5013	54	0	2.0518	2.1013	10	0	3.1615	3.3706	32	0	3.4705	1.8922	9	0	1.7128	1.9952	10	0	4.2851	4.1743	32	0	0.5735	0	0	0	2	2	0	1.9956	2.0733	0	10	3.5	3.0174	3.1943	0	32	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	4bef7771-2013-4d6f-ad4c-25d886e74950	Cell			Annotation	Polygon	491.17	195.12	430	78.5863	0.875	25.365	23.172	0.3024	18.9142	8152	11.3324	54	3	51	2.6752	1153	2.4057	17	0	17	8.0139	3454	5.9388	29	0	29	723	98.211	0.942	33.0155	29.5383	0.4008	12.9904	11.3621	54	0	2.6429	2.3809	17	0	7.4107	5.6983	29	0	4.3939	2.2949	12	0	2.596	2.3477	13	0	6.5354	5.2169	29	0	0.5899	0	0	0	10	10	0	2.6425	2.3689	0	17	3.5	7.3827	5.7038	0	29	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	d90fbe52-8e88-411f-9348-2ac609905a47	Cell			Annotation	Polygon	837.61	203.83	1258	138.1722	0.828	46.7435	36.8508	0.5503	10.0719	12741	3.9094	28	0	28	1.6332	2066	1.782	10	0	10	8.3336	10542	4.0455	25	0	25	1891	160.7671	0.9194	55.2876	44.66	0.5754	8.1269	4.5505	28	0	1.6649	1.8036	14	0	9.0766	5.2629	85	0	4.2026	2.9363	19	0	1.7289	1.8463	14	0	10.5758	6.8744	85	0	0.6682	0	0	0	19	19	0	1.6529	1.8013	0	14	3.5	8.9412	5.1222	0	85	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	dfef0c52-e7ae-46ff-844e-af43c7cde5f9	Cell			Annotation	Polygon	557.92	194.9	584	93.7006	0.8359	33.9923	24.9009	0.6941	14.646	8729	9.1795	48	0	48	3.094	1844	2.5321	20	0	20	5.2701	3141	4.5336	25	0	25	1044	118.025	0.9418	40.6563	33.5145	0.5617	11.042	8.7572	48	0	3.0401	2.5561	20	0	5.5788	4.6997	29	0	6.2794	5.1873	28	0	2.969	2.5887	13	0	5.9867	4.8858	29	0	0.565	0	0	0	6	6	0	3.052	2.5602	0	20	3.5	5.6638	4.7035	0	29	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	1628839a-ef4d-44a1-8d48-1690a78dce51	Cell			Annotation	Polygon	944.55	190.92	317	69.9358	0.8145	26.4329	18.1594	0.6984	16.9506	5492	11.4106	48	0	48	1.534	497	1.7915	7	0	7	1.6759	543	2.1686	11	0	11	582	91.6529	0.8706	31.3822	24.2776	0.6475	11.1158	10.8334	48	0	1.2981	1.7116	7	0	2.2811	2.7719	18	0	3.9278	2.8309	18	0	1.0076	1.5629	7	0	3.0266	3.2214	18	0	0.5484	0	0	0	0	0	0	1.3086	1.7154	0	7	0	2.2621	2.7542	0	18	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	0c0707bc-d846-484a-b986-f1731d19dfa1	Cell			Annotation	Polygon	375.01	208.49	1055	123.927	0.8632	45.3894	30.8115	0.7354	11.8884	12673	4.4629	34	3	31	2.1248	2265	1.9068	10	0	10	15.803	16846	7.6942	58	3	55	1678	150.3656	0.9326	54.5214	39.7449	0.6879	9.4013	5.2584	34	0	2.0149	1.9983	10	0	15.4703	9.2585	62	0	5.0974	3.4368	25	0	1.8247	2.1357	10	0	14.8945	11.4568	62	0	0.6347	0	0	0	192	89	12	2.0553	2.0097	0	10	3.5	15.7987	9.2287	0	62	14.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	ef1082b0-9cf9-48b7-9e40-5643f1e76c9e	Cell			Annotation	Polygon	648.89	202.25	594	90.3523	0.9144	29.682	26.8676	0.391	13.535	8121	10.4788	50	0	50	1.7383	1043	1.7697	7	0	7	4.755	2853	3.2664	21	0	21	1071	118.0747	0.9654	38.7048	35.9216	0.3549	8.9693	9.4395	50	0	1.6816	1.7772	7	0	4.8212	3.4933	21	0	3.1899	1.7778	9	0	1.6097	1.786	7	0	4.9051	3.7627	18	0	0.561	0	0	0	0	0	0	1.689	1.7953	0	7	3.5	4.8176	3.5124	0	21	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	69f19d1e-3543-413c-8a10-248393caef5c	Cell			Annotation	Polygon	949.47	220.19	982	122.3684	0.8241	43.9452	32.374	0.6957	16.1183	15941	8.9769	50	0	50	2.3114	2286	2.194	11	0	11	2.7776	2747	2.8755	18	0	18	1511	144.7253	0.9065	52.9671	37.7533	0.7057	12.1325	9.3378	50	0	2.0874	2.1141	11	0	3.2073	3.3245	29	0	4.5662	3.5137	28	0	1.6622	1.8834	10	0	4.023	3.9173	29	0	0.6572	0	0	0	2	2	0	2.0966	2.1237	0	11	3.5	3.2005	3.3363	0	29	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	5f0b3133-9186-4ffd-8598-ec4d7ca2a65a	Cell			Annotation	Polygon	883.54	229.7	1477	158.4636	0.7391	56.3266	35.9712	0.8	13.9097	20642	7.2203	57	0	57	1.0606	1574	1.5698	10	0	10	5.934	8806	3.5848	22	0	22	2186	178.1593	0.8655	64.8113	45.2548	0.7295	11.4093	7.3462	57	0	1.1004	1.5959	10	0	6.132	3.7692	22	0	6.0931	4.0412	28	0	1.1848	1.6481	7	0	6.553	4.1052	21	0	0.6805	0	0	0	0	0	0	1.0855	1.5853	0	10	0	6.1054	3.7648	0	22	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	c64b35bf-08a6-444f-ab30-06b641244615	Cell			Annotation	Polygon	486.13	229.15	546	87.8589	0.8889	28.603	25.5243	0.4313	15.7068	8733	9.6427	47	0	47	1.5917	885	1.9583	10	0	10	7.2716	4043	5.8532	32	0	32	1000	114.2005	0.9635	37.6157	34.5926	0.3478	10.5958	9.3769	47	0	1.7655	2.0619	10	0	7.5848	5.8936	32	0	4.2242	2.9136	22	0	1.9821	2.1671	10	0	7.9753	5.927	32	0	0.5553	0	0	0	11	11	0	1.7894	2.0848	0	10	3.5	7.7822	6.0468	0	32	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	f8c4f5f6-e7c8-4397-adaf-0d3ac4200197	Cell			Annotation	Polygon	786.18	238.59	1419	139.7903	0.9125	48.6204	38.4336	0.6255	9.5907	13638	3.8749	28	0	28	3.8537	5480	2.5023	17	0	17	10.4163	14812	5.2536	73	3	70	2107	167.4349	0.9445	57.5541	47.3377	0.5791	7.5788	4.4412	28	0	3.4744	2.4888	17	0	11.1339	5.7268	73	0	3.3962	1.8985	10	0	2.6857	2.2674	13	0	12.6257	6.3525	33	0	0.6749	0	0	0	46	46	0	3.4507	2.4896	0	17	3.5	11.0138	5.6679	0	73	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	ec8affe6-c6cf-4da7-bc7f-b8701326b2c6	Cell			Annotation	Polygon	536.27	238.75	1278	134.1278	0.8927	47.0533	36.9563	0.6056	10.8399	13951	4.2665	28	0	28	3.488	4489	2.5183	14	0	14	11.0699	14247	5.3517	33	0	33	1956	161.4436	0.9431	56.6416	46.3516	0.5676	8.4326	5.0115	28	0	3.141	2.5429	14	0	11.4101	6.221	39	0	3.8152	2.4364	18	0	2.4754	2.4578	13	0	12.0626	7.5776	39	0	0.6569	0	0	0	55	48	1	3.0936	2.5415	0	14	3.5	11.1856	6.1562	0	39	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	6e4ce18a-ab47-429b-bcd2-df07cf89098c	Cell			Annotation	Polygon	409.06	240.29	641	94.3359	0.9051	31.6135	27.3399	0.4719	12.907	8325	10.154	52	0	52	1.5163	978	1.9204	10	0	10	6.4837	4182	6.2342	32	0	32	1124	121.8148	0.9519	40.1742	36.4277	0.3978	8.8597	9.0869	52	0	1.5329	1.897	13	0	7.1723	6.6803	41	0	3.4324	1.916	16	0	1.5551	1.8668	13	0	8.0956	7.1385	41	0	0.5656	0	0	0	20	20	0	1.5489	1.9067	0	13	0	7.2278	6.6514	0	41	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	f1a06a5a-c7c6-43e9-b54c-fe89a6db1c2d	Cell			Annotation	Polygon	731.69	240.35	694	100.9358	0.856	35.0202	26.8268	0.5881	10.9226	7624	7.3955	47	0	47	2.4427	1705	2.1015	10	0	10	3.0186	2107	2.8893	20	0	20	1128	126.0026	0.8928	43.9545	35.6268	0.5339	8.336	6.9766	47	0	2.1349	2.0545	10	0	2.963	2.9498	21	0	4.195	3.3488	25	0	1.6422	1.8768	7	0	2.8739	3.0453	21	0	0.6183	0	0	0	0	0	0	2.1422	2.0666	0	10	3.5	2.9642	2.9606	0	21	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	ce681543-8b11-4a99-a608-f2e30d61928c	Cell			Annotation	Polygon	655.93	249.84	804	106.837	0.8852	36.1717	30.27	0.4967	12.282	9973	8.0915	38	0	38	1.447	1175	1.6843	7	0	7	4.0603	3297	3.6153	29	0	29	1356	132.9746	0.9637	44.6339	39.7253	0.4472	8.5118	7.8351	38	0	1.336	1.6707	10	0	4.3029	4.0396	29	0	2.9252	1.7546	12	0	1.1715	1.6381	10	0	4.6624	4.5769	29	0	0.5993	0	0	0	3	3	0	1.3539	1.6863	0	10	0	4.296	4.0346	0	29	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	ebcb3089-1552-4fbf-9d3b-3b7efbd8c98d	Cell			Annotation	Polygon	457.5	256.4	677	97.8712	0.8882	34.3276	27.1593	0.6295	14.7962	10091	7.9579	47	0	47	1.761	1201	1.8983	14	0	14	3.0147	2056	2.9399	21	0	21	1138	123.8523	0.9323	43.2852	34.5063	0.6018	10.9142	8.3285	47	0	1.6918	1.8253	14	0	2.9326	2.8733	25	0	5.1587	4.7832	40	0	1.5891	1.7082	7	0	2.8109	2.7703	25	0	0.5973	0	0	0	1	1	0	1.7021	1.8299	0	14	3.5	2.9045	2.859	0	25	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	b97f5b40-270f-4142-bd7b-c25df8e686e1	Cell			Annotation	Polygon	706.95	262.13	640	101.624	0.7787	35.7162	24.9785	0.6849	14.7235	9585	8.612	50	0	50	2.5653	1670	2.181	10	0	10	2.2627	1473	2.1333	11	0	11	975	119.7499	0.8544	41.2099	33.7643	0.4232	11.4663	8.6351	50	0	2.18	2.1343	10	0	2.9509	2.982	18	0	4.9817	3.4958	31	0	1.4128	1.8111	7	0	4.3211	3.8401	18	0	0.6626	0	0	0	0	0	0	2.1944	2.1504	0	10	3.5	2.8395	2.8209	0	18	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	81372432-b879-41e5-aad6-6b60f61ef1b4	Cell			Annotation	Polygon	270.44	265.7	721	99.7988	0.9097	32.0128	29.619	0.2381	10.0289	7281	8.2161	41	0	41	1.7314	1257	1.94	10	0	10	4.2314	3072	4.0461	25	0	25	1239	126.7204	0.9696	41.2283	38.9615	0.2618	7.1498	7.234	41	0	1.4388	1.9008	10	0	3.7939	3.8956	25	0	3.0988	1.7157	9	0	1.0271	1.7657	10	0	3.1783	3.5879	25	0	0.5875	0	0	0	3	3	0	1.4355	1.906	0	10	0	3.8374	3.9356	0	25	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 1_max_merged.tif	9cc9da4f-64d2-47d5-bd51-998d47e53271	Cell			Annotation	Polygon	324.94	281.82	925	123.7909	0.7585	46.1273	28.7556	0.8182	12.3077	11520	10.3617	48	0	48	1.5385	1440	1.7619	10	0	10	4.7201	4418	4.8127	36	0	36	1553	150.5443	0.8611	55.6453	37.7124	0.7613	8.6383	9.3058	48	0	1.3475	1.6833	10	0	5.2611	5.3485	39	0	3.0537	1.8313	12	0	1.0569	1.5116	7	0	6.0846	5.9847	39	0	0.6003	0	0	0	13	13	0	1.366	1.686	0	10	0	5.2693	5.2639	0	39	3.5
